positive_score,negative_score,neutral_score
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
12.2,0.0,87.8
16.7,0.0,83.3
23.1,0.0,76.9
12.8,0.0,87.2
11.9,13.1,75.0
11.2,12.4,76.5
0.0,0.0,100.0
0.0,0.0,100.0
0.0,15.3,84.7
32.6,0.0,67.4
0.0,5.0,95.0
0.0,0.0,100.0
0.0,37.1,62.9
0.0,9.4,90.6
7.1,20.200000000000003,72.6
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
36.8,0.0,63.2
6.5,0.0,93.5
0.0,0.0,100.0
0.0,0.0,100.0
22.9,16.0,61.1
0.0,0.0,100.0
0.0,13.900000000000002,86.1
0.0,0.0,100.0
22.7,0.0,77.3
0.0,8.1,91.9
27.700000000000003,0.0,72.3
12.9,5.4,81.69999999999999
36.6,23.8,39.6
0.0,0.0,100.0
22.7,0.0,77.3
27.500000000000004,13.5,59.0
0.0,0.0,100.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
5.4,0.0,94.6
0.0,0.0,100.0
0.0,0.0,100.0
10.0,0.0,90.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,4.7,95.3
14.000000000000002,0.0,86.0
0.0,0.0,100.0
4.7,0.0,95.3
14.000000000000002,0.0,86.0
19.8,0.0,80.2
42.5,0.0,57.49999999999999
14.000000000000002,0.0,86.0
14.000000000000002,0.0,86.0
9.1,16.6,74.3
0.0,13.4,86.6
8.7,0.0,91.3
0.0,9.7,90.3
0.0,0.0,100.0
9.8,5.800000000000001,84.3
0.0,0.0,100.0
0.0,63.4,36.6
0.0,6.3,93.7
0.0,0.0,100.0
0.0,15.8,84.2
0.0,0.0,100.0
0.0,0.0,100.0
0.0,10.8,89.2
0.0,8.7,91.3
11.8,16.3,71.89999999999999
7.199999999999999,7.399999999999999,85.5
0.0,10.1,89.9
0.0,16.7,83.3
0.0,0.0,100.0
69.19999999999999,0.0,30.8
0.0,0.0,100.0
21.6,0.0,78.4
13.3,0.0,86.7
0.0,0.0,100.0
9.4,22.5,68.10000000000001
0.0,9.9,90.1
0.0,54.2,45.8
12.0,0.0,88.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,20.9,79.10000000000001
14.000000000000002,0.0,86.0
0.0,0.0,100.0
26.0,6.5,67.5
11.3,13.8,75.0
10.0,0.0,90.0
26.0,6.5,67.5
0.0,0.0,100.0
26.0,6.5,67.5
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
18.3,0.0,81.69999999999999
22.6,0.0,77.4
30.1,0.0,69.89999999999999
0.0,0.0,100.0
10.9,0.0,89.1
8.6,0.0,91.4
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
0.0,7.199999999999999,92.8
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
10.0,0.0,90.0
8.799999999999999,0.0,91.2
49.9,18.0,32.1
8.799999999999999,0.0,91.2
0.0,0.0,100.0
13.7,0.0,86.3
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
9.0,0.0,91.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
31.2,0.0,68.8
10.0,0.0,90.0
8.799999999999999,0.0,91.2
0.0,0.0,100.0
8.799999999999999,0.0,91.2
8.799999999999999,0.0,91.2
0.0,0.0,100.0
8.799999999999999,0.0,91.2
0.0,0.0,100.0
17.9,0.0,82.1
0.0,18.2,81.8
0.0,0.0,100.0
56.3,3.4000000000000004,40.3
16.400000000000002,10.6,73.0
8.799999999999999,0.0,91.2
23.7,0.0,76.3
23.6,0.0,76.4
20.200000000000003,0.0,79.80000000000001
0.0,0.0,100.0
0.0,13.5,86.5
10.0,0.0,90.0
0.0,0.0,100.0
10.9,0.0,89.1
0.0,13.3,86.7
17.0,18.3,64.7
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
19.4,0.0,80.60000000000001
25.2,3.5000000000000004,71.3
6.3,10.9,82.8
0.0,0.0,100.0
0.0,0.0,100.0
9.1,16.6,74.3
0.0,0.0,100.0
7.3,11.5,81.2
9.8,5.800000000000001,84.3
0.0,0.0,100.0
15.8,0.0,84.2
0.0,0.0,100.0
27.200000000000003,0.0,72.8
0.0,9.1,90.9
0.0,0.0,100.0
0.0,0.0,100.0
15.7,0.0,84.3
0.0,0.0,100.0
0.0,0.0,100.0
6.0,5.4,88.6
0.0,15.3,84.7
0.0,0.0,100.0
0.0,9.7,90.3
0.0,20.9,79.10000000000001
0.0,0.0,100.0
8.6,5.3,86.1
0.0,9.1,90.9
0.0,6.3,93.7
13.8,19.5,66.7
0.0,0.0,100.0
13.0,0.0,87.0
0.0,37.5,62.5
20.0,31.4,48.6
0.0,0.0,100.0
16.7,0.0,83.3
10.9,0.0,89.1
39.4,0.0,60.6
0.0,0.0,100.0
19.4,0.0,80.60000000000001
0.0,0.0,100.0
0.0,0.0,100.0
8.5,0.0,91.5
14.099999999999998,7.399999999999999,78.5
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,16.7,83.3
5.5,9.1,85.39999999999999
9.1,16.6,74.3
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,9.7,90.3
9.8,5.800000000000001,84.3
0.0,20.9,79.10000000000001
16.1,12.8,71.1
0.0,0.0,100.0
11.9,0.0,88.1
34.4,0.0,65.60000000000001
0.0,0.0,100.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
0.0,7.9,92.1
0.0,15.1,84.89999999999999
8.0,9.2,82.8
0.0,8.3,91.7
16.7,11.3,72.1
0.0,0.0,100.0
12.1,4.5,83.39999999999999
18.8,0.0,81.2
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
9.4,0.0,90.6
8.799999999999999,0.0,91.2
0.0,16.400000000000002,83.6
0.0,0.0,100.0
8.799999999999999,0.0,91.2
0.0,0.0,100.0
0.0,0.0,100.0
0.0,19.8,80.2
0.0,0.0,100.0
0.0,0.0,100.0
9.1,0.0,90.9
68.8,0.0,31.2
0.0,0.0,100.0
10.9,27.500000000000004,61.5
3.8,0.0,96.2
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
9.1,0.0,90.9
0.0,0.0,100.0
26.6,10.0,63.4
17.9,0.0,82.1
21.8,0.0,78.2
20.3,0.0,79.7
24.4,19.0,56.6
20.4,0.0,79.60000000000001
8.799999999999999,0.0,91.2
0.0,0.0,100.0
0.0,0.0,100.0
15.1,0.0,84.89999999999999
0.0,0.0,100.0
0.0,22.1,77.9
0.0,0.0,100.0
14.6,0.0,85.39999999999999
16.1,0.0,83.89999999999999
0.0,0.0,100.0
4.3,17.8,77.9
14.000000000000002,0.0,86.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
0.0,0.0,100.0
10.9,0.0,89.1
0.0,0.0,100.0
15.4,3.1,81.5
4.5,7.1,88.4
0.0,0.0,100.0
0.0,17.299999999999997,82.69999999999999
15.1,3.1,81.8
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
29.7,0.0,70.3
0.0,0.0,100.0
11.9,0.0,88.1
29.2,0.0,70.8
13.0,0.0,87.0
29.3,9.5,61.2
26.8,0.0,73.2
16.400000000000002,0.0,83.6
0.0,0.0,100.0
16.0,10.4,73.7
10.9,0.0,89.1
15.7,10.2,74.1
0.0,6.3,93.7
4.0,12.8,83.2
0.0,0.0,100.0
22.0,0.0,78.0
55.2,0.0,44.8
4.1000000000000005,2.8000000000000003,93.2
26.200000000000003,0.0,73.8
0.0,0.0,100.0
18.4,0.0,81.6
14.000000000000002,0.0,86.0
8.5,0.0,91.5
28.000000000000004,0.0,72.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
9.1,19.4,71.39999999999999
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
19.8,0.0,80.2
0.0,0.0,100.0
0.0,10.9,89.1
6.5,17.1,76.4
39.3,6.4,54.2
0.0,0.0,100.0
26.6,0.0,73.4
0.0,4.8,95.2
29.1,0.0,70.89999999999999
48.7,0.0,51.3
0.0,0.0,100.0
0.0,0.0,100.0
24.7,0.0,75.3
0.0,0.0,100.0
10.9,0.0,89.1
32.300000000000004,0.0,67.7
0.0,0.0,100.0
20.9,0.0,79.10000000000001
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
18.5,15.4,66.10000000000001
4.2,0.0,95.8
17.9,0.0,82.1
0.0,0.0,100.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
10.9,0.0,89.1
0.0,12.0,88.0
11.9,0.0,88.1
14.000000000000002,0.0,86.0
0.0,0.0,100.0
0.0,0.0,100.0
48.7,0.0,51.3
0.0,0.0,100.0
26.3,0.0,73.7
0.0,0.0,100.0
33.800000000000004,0.0,66.2
0.0,31.8,68.2
0.0,33.300000000000004,66.7
4.4,13.3,82.3
10.9,0.0,89.1
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,6.3,93.7
0.0,0.0,100.0
0.0,0.0,100.0
15.7,18.3,66.10000000000001
8.4,0.0,91.6
3.2,8.3,88.5
15.6,0.0,84.39999999999999
0.0,0.0,100.0
24.4,0.0,75.6
25.1,0.0,74.9
9.1,16.6,74.3
51.4,13.900000000000002,34.7
48.5,0.0,51.5
20.3,0.0,79.7
58.5,0.0,41.5
19.2,7.3,73.4
0.0,0.0,100.0
57.1,0.0,42.9
15.7,0.0,84.3
0.0,9.7,90.3
9.8,5.800000000000001,84.3
15.7,0.0,84.3
23.3,0.0,76.7
0.0,0.0,100.0
0.0,0.0,100.0
0.0,15.2,84.8
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
29.4,38.8,31.8
24.4,0.0,75.6
0.0,0.0,100.0
19.4,5.4,75.1
0.0,0.0,100.0
26.3,0.0,73.7
14.000000000000002,0.0,86.0
0.0,0.0,100.0
0.0,22.5,77.5
36.7,0.0,63.3
0.0,0.0,100.0
0.0,8.3,91.7
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
48.1,0.0,51.9
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
19.8,0.0,80.2
0.0,0.0,100.0
0.0,0.0,100.0
4.3,0.0,95.7
0.0,0.0,100.0
4.0,0.0,96.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
3.6,5.7,90.7
4.5,0.0,95.5
3.8,6.3,90.0
0.0,0.0,100.0
31.4,0.0,68.60000000000001
0.0,0.0,100.0
33.7,0.0,66.3
59.6,0.0,40.400000000000006
8.0,9.2,82.8
0.0,8.3,91.7
8.5,14.499999999999998,77.10000000000001
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
26.4,0.0,73.6
20.5,0.0,79.5
10.9,0.0,89.1
0.0,0.0,100.0
14.3,2.4,83.3
56.10000000000001,0.0,43.9
0.0,0.0,100.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
37.1,0.0,62.9
0.0,0.0,100.0
10.6,0.0,89.4
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
17.599999999999998,0.0,82.39999999999999
0.0,0.0,100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
47.6,0.0,52.400000000000006
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
15.2,0.0,84.8
0.0,0.0,100.0
8.799999999999999,0.0,91.2
14.000000000000002,0.0,86.0
10.0,0.0,90.0
0.0,0.0,100.0
44.4,0.0,55.60000000000001
5.2,0.0,94.8
4.6,0.0,95.4
0.0,0.0,100.0
0.0,17.9,82.1
14.9,0.0,85.1
0.0,0.0,100.0
18.4,7.3,74.3
42.5,0.0,57.49999999999999
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
42.5,0.0,57.49999999999999
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
9.9,0.0,90.1
45.5,0.0,54.50000000000001
0.0,5.5,94.5
19.6,11.2,69.19999999999999
0.0,0.0,100.0
10.5,0.0,89.5
0.0,0.0,100.0
10.9,0.0,89.1
0.0,0.0,100.0
8.5,0.0,91.5
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
16.7,8.4,74.9
30.3,14.8,54.900000000000006
0.0,0.0,100.0
10.0,0.0,90.0
28.000000000000004,0.0,72.0
0.0,0.0,100.0
5.4,0.0,94.6
38.1,0.0,61.9
0.0,0.0,100.0
7.8,6.6000000000000005,85.7
38.4,0.0,61.6
0.0,0.0,100.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
18.8,0.0,81.2
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
9.1,0.0,90.9
0.0,0.0,100.0
10.9,0.0,89.1
0.0,0.0,100.0
9.1,16.6,74.3
0.0,12.8,87.2
0.0,9.7,90.3
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
6.0,17.1,76.9
9.8,5.800000000000001,84.3
26.0,0.0,74.0
4.4,0.0,95.6
0.0,0.0,100.0
0.0,28.000000000000004,72.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
10.9,0.0,89.1
14.000000000000002,0.0,86.0
8.1,4.5,87.3
0.0,0.0,100.0
0.0,0.0,100.0
10.0,0.0,90.0
42.5,0.0,57.49999999999999
0.0,0.0,100.0
14.000000000000002,0.0,86.0
0.0,20.9,79.10000000000001
15.0,0.0,85.0
0.0,6.3,93.7
6.6000000000000005,5.6000000000000005,87.8
19.6,13.0,67.4
0.0,0.0,100.0
14.000000000000002,0.0,86.0
0.0,9.6,90.4
0.0,0.0,100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
18.3,0.0,81.69999999999999
23.9,0.0,76.1
0.0,0.0,100.0
0.0,19.1,80.9
14.000000000000002,0.0,86.0
10.9,0.0,89.1
9.6,0.0,90.4
16.400000000000002,0.0,83.6
7.9,4.4,87.7
0.0,0.0,100.0
0.0,13.8,86.2
10.9,0.0,89.1
42.5,0.0,57.49999999999999
0.0,20.200000000000003,79.80000000000001
10.9,0.0,89.1
0.0,0.0,100.0
50.2,0.0,49.8
26.200000000000003,0.0,73.8
0.0,0.0,100.0
8.200000000000001,6.9,85.0
17.2,0.0,82.8
10.3,5.3,84.39999999999999
20.1,0.0,79.9
4.7,8.7,86.6
14.000000000000002,0.0,86.0
39.8,0.0,60.2
0.0,0.0,100.0
0.0,12.0,88.0
38.0,0.0,62.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
8.6,0.0,91.4
8.799999999999999,0.0,91.2
0.0,0.0,100.0
8.0,0.0,92.0
0.0,0.0,100.0
30.8,0.0,69.19999999999999
22.6,2.6,74.8
0.0,0.0,100.0
10.0,0.0,90.0
7.6,8.6,83.8
0.0,0.0,100.0
14.000000000000002,0.0,86.0
35.8,0.0,64.2
33.5,0.0,66.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
29.2,0.0,70.8
9.6,10.0,80.5
41.2,0.0,58.8
14.000000000000002,0.0,86.0
0.0,0.0,100.0
21.3,0.0,78.7
7.7,4.3,88.1
0.0,0.0,100.0
0.0,0.0,100.0
28.000000000000004,0.0,72.0
9.6,10.0,80.5
27.700000000000003,11.2,61.0
16.0,0.0,84.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,4.8,95.2
30.6,0.0,69.39999999999999
0.0,0.0,100.0
0.0,0.0,100.0
33.7,0.0,66.3
14.000000000000002,0.0,86.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
0.0,9.6,90.4
0.0,16.3,83.7
0.0,0.0,100.0
6.800000000000001,0.0,93.2
15.6,10.0,74.4
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
31.6,0.0,68.4
9.5,0.0,90.5
0.0,0.0,100.0
10.0,0.0,90.0
8.0,9.2,82.8
0.0,8.3,91.7
10.3,10.3,79.4
0.0,0.0,100.0
6.800000000000001,0.0,93.2
10.9,0.0,89.1
10.9,0.0,89.1
0.0,0.0,100.0
19.5,0.0,80.5
10.9,0.0,89.1
0.0,0.0,100.0
8.6,11.1,80.2
9.6,5.3,85.1
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
9.7,0.0,90.3
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
34.4,0.0,65.60000000000001
6.800000000000001,0.0,93.2
8.799999999999999,12.4,78.9
23.9,0.0,76.1
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
11.4,0.0,88.6
14.000000000000002,0.0,86.0
31.5,0.0,68.5
14.7,7.8,77.5
30.6,0.0,69.39999999999999
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
6.800000000000001,0.0,93.2
0.0,0.0,100.0
0.0,20.5,79.5
12.5,5.3,82.1
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
41.2,0.0,58.8
9.2,9.6,81.2
0.0,0.0,100.0
59.2,0.0,40.8
28.7,0.0,71.3
6.800000000000001,0.0,93.2
0.0,0.0,100.0
0.0,12.2,87.8
0.0,0.0,100.0
10.0,0.0,90.0
0.0,0.0,100.0
18.8,0.0,81.2
6.800000000000001,0.0,93.2
14.000000000000002,0.0,86.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
8.799999999999999,0.0,91.2
25.4,10.8,63.8
8.799999999999999,0.0,91.2
8.799999999999999,0.0,91.2
0.0,0.0,100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
11.8,0.0,88.2
14.099999999999998,0.0,85.9
0.0,0.0,100.0
19.0,5.7,75.3
26.200000000000003,0.0,73.8
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,4.2,95.8
17.599999999999998,16.2,66.2
0.0,0.0,100.0
0.0,0.0,100.0
13.5,0.0,86.5
14.000000000000002,0.0,86.0
10.6,0.0,89.4
0.0,0.0,100.0
7.6,0.0,92.4
10.0,0.0,90.0
0.0,0.0,100.0
0.0,0.0,100.0
14.7,16.400000000000002,69.0
57.99999999999999,0.0,42.0
0.0,6.3,93.7
0.0,0.0,100.0
14.000000000000002,0.0,86.0
4.3,9.4,86.2
0.0,0.0,100.0
20.6,0.0,79.4
7.8,32.800000000000004,59.4
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
0.0,13.0,87.0
0.0,0.0,100.0
0.0,0.0,100.0
11.9,0.0,88.1
0.0,0.0,100.0
9.1,0.0,90.9
8.1,0.0,91.9
0.0,0.0,100.0
5.0,11.8,83.2
7.199999999999999,11.0,81.8
0.0,0.0,100.0
48.3,0.0,51.7
0.0,19.1,80.9
14.000000000000002,0.0,86.0
0.0,0.0,100.0
0.0,0.0,100.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
23.9,9.0,67.2
0.0,0.0,100.0
36.8,0.0,63.2
43.3,0.0,56.7
7.3,0.0,92.7
0.0,0.0,100.0
10.9,0.0,89.1
7.000000000000001,0.0,93.0
0.0,0.0,100.0
0.0,0.0,100.0
7.1,0.0,92.9
8.1,0.0,91.9
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
7.3,0.0,92.7
23.4,0.0,76.6
4.5,0.0,95.5
9.1,16.6,74.3
0.0,0.0,100.0
15.0,0.0,85.0
10.4,0.0,89.60000000000001
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
10.9,0.0,89.1
0.0,0.0,100.0
0.0,0.0,100.0
0.0,18.2,81.8
0.0,9.7,90.3
0.0,0.0,100.0
0.0,20.9,79.10000000000001
9.8,5.800000000000001,84.3
0.0,0.0,100.0
30.6,0.0,69.39999999999999
10.8,0.0,89.2
7.399999999999999,5.9,86.6
17.9,0.0,82.1
8.799999999999999,0.0,91.2
38.6,0.0,61.4
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
14.099999999999998,0.0,85.9
0.0,17.4,82.6
0.0,0.0,100.0
22.5,0.0,77.5
37.5,0.0,62.5
7.000000000000001,21.2,71.8
8.3,0.0,91.7
14.000000000000002,0.0,86.0
0.0,0.0,100.0
14.000000000000002,0.0,86.0
20.0,36.8,43.2
0.0,22.7,77.3
0.0,0.0,100.0
16.0,0.0,84.0
0.0,0.0,100.0
16.7,0.0,83.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
0.0,0.0,100.0
9.1,16.6,74.3
21.0,8.9,70.0
0.0,0.0,100.0
0.0,12.7,87.3
0.0,0.0,100.0
8.0,9.2,82.8
0.0,8.3,91.7
29.6,0.0,70.39999999999999
0.0,9.7,90.3
9.8,5.800000000000001,84.3
9.1,16.6,74.3
0.0,20.9,79.10000000000001
14.000000000000002,0.0,86.0
55.2,0.0,44.8
0.0,0.0,100.0
12.1,0.0,87.9
0.0,0.0,100.0
0.0,7.5,92.5
16.5,0.0,83.5
9.6,10.0,80.30000000000001
0.0,19.1,80.9
10.1,16.5,73.4
0.0,0.0,100.0
27.0,0.0,73.0
0.0,25.2,74.8
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,21.6,78.4
0.0,0.0,100.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
0.0,0.0,100.0
8.6,0.0,91.4
8.6,0.0,91.4
0.0,0.0,100.0
0.0,32.800000000000004,67.2
0.0,9.7,90.3
0.0,0.0,100.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
21.5,6.9,71.7
8.799999999999999,0.0,91.2
4.2,0.0,95.8
32.2,0.0,67.80000000000001
10.9,0.0,89.1
8.799999999999999,0.0,91.2
0.0,0.0,100.0
0.0,0.0,100.0
8.799999999999999,0.0,91.2
0.0,0.0,100.0
8.6,0.0,91.4
0.0,0.0,100.0
0.0,0.0,100.0
17.299999999999997,0.0,82.69999999999999
0.0,0.0,100.0
0.0,0.0,100.0
8.6,0.0,91.4
0.0,0.0,100.0
11.1,0.0,88.9
14.000000000000002,0.0,86.0
10.9,0.0,89.1
8.799999999999999,0.0,91.2
0.0,8.9,91.1
8.6,0.0,91.4
5.7,0.0,94.3
9.1,0.0,90.9
0.0,0.0,100.0
0.0,0.0,100.0
8.1,8.4,83.5
40.6,0.0,59.4
0.0,0.0,100.0
0.0,0.0,100.0
0.0,5.6000000000000005,94.4
14.000000000000002,0.0,86.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,100.0
